Date,Close_NFLX,High_NFLX,Low_NFLX,Open_NFLX,Volume_NFLX,Open,High,Low,Close,Volume,daily_return,close_lag_1,return_lag_1,close_lag_2,return_lag_2,close_lag_3,return_lag_3,close_lag_5,return_lag_5,close_lag_10,return_lag_10,rolling_mean_5,rolling_std_5,price_vs_rolling_mean_5,momentum_5,rolling_mean_10,rolling_std_10,price_vs_rolling_mean_10,momentum_10,rolling_mean_20,rolling_std_20,price_vs_rolling_mean_20,momentum_20,high_low_range,open_close_diff,volume_change,target,next_close
2015-02-02,6.301000118255615,6.3428568840026855,6.195570945739746,6.284286022186279,129906000,6.284286022186279,6.3428568840026855,6.195570945739746,6.301000118255615,129906000,-0.0016523841823822272,6.311429023742676,-0.004506487091100908,6.340000152587891,0.0030285615396372645,6.320857048034668,-0.025783328147133022,6.379428863525391,0.020801841720927472,4.819142818450928,0.04194459828768693,6.352285861968994,0.07729063783328582,-0.008073588756517647,-0.012294007339464952,6.134057283401489,0.44013372186117017,0.027215728047709442,0.30749395808132896,5.4067429304122925,0.8072121931034048,0.1653966536513567,0.2640282387521795,0.02337500960144633,0.0026596650773576926,-0.0170030192277133,0.03593540411778129,6.527429103851318
2015-02-03,6.527429103851318,6.546713829040527,6.2729997634887695,6.331999778747559,164402000,6.331999778747559,6.546713829040527,6.2729997634887695,6.527429103851318,164402000,0.03593540411778129,6.301000118255615,-0.0016523841823822272,6.311429023742676,-0.004506487091100908,6.340000152587891,0.0030285615396372645,6.488142967224121,0.01704135370492299,4.9828572273254395,0.03397168646832838,6.360143089294434,0.09461064000580757,0.026302240721354897,0.0060550664228049556,6.288514471054077,0.19274878005474805,0.03799222119897494,0.3099771488646348,5.496557235717773,0.8277556533296315,0.18754864616613554,0.3796727570836549,0.04193290516020478,0.03086376057050571,0.2655458562345081,-0.01796820822190881,6.41014289855957
2015-02-04,6.41014289855957,6.517428874969482,6.388999938964844,6.504143238067627,124509000,6.504143238067627,6.517428874969482,6.388999938964844,6.41014289855957,124509000,-0.01796820822190881,6.527429103851318,0.03593540411778129,6.301000118255615,-0.0016523841823822272,6.311429023742676,-0.004506487091100908,6.320857048034668,-0.025783328147133022,5.846857070922852,0.17339446108536527,6.378000259399414,0.09376418302999426,0.005039610826730101,0.014125592438870793,6.344843053817749,0.11660567588552995,0.010291798266393481,0.0963399345672411,5.584557223320007,0.8265894101781067,0.14783368532639973,0.378482919039542,0.02003526879775146,-0.014452378440543697,-0.24265519884186326,0.00044573238025558126,6.413000106811523
2015-02-05,6.413000106811523,6.513856887817383,6.366570949554443,6.454143047332764,142485000,6.454143047332764,6.513856887817383,6.366570949554443,6.413000106811523,142485000,0.00044573238025558126,6.41014289855957,-0.01796820822190881,6.527429103851318,0.03593540411778129,6.301000118255615,-0.0016523841823822272,6.340000152587891,0.0030285615396372645,6.120571136474609,0.04681388004385667,6.392600250244141,0.09203541521471816,0.0031911672510107625,0.011514188086231503,6.37408595085144,0.08702999070134747,0.006105056671676268,0.04777805270397528,5.67149293422699,0.817194119799439,0.13074285398639907,0.3719742992942343,0.022966776206116184,-0.006374655817125551,0.1443751054140665,-0.010135670690449516,6.3480000495910645
2015-02-06,6.3480000495910645,6.442856788635254,6.31757116317749,6.425000190734863,88984000,6.425000190734863,6.442856788635254,6.31757116317749,6.3480000495910645,88984000,-0.010135670690449516,6.413000106811523,0.00044573238025558126,6.41014289855957,-0.01796820822190881,6.527429103851318,0.03593540411778129,6.311429023742676,-0.004506487091100908,6.249429225921631,0.021053278619557414,6.3999144554138185,0.08516893875586941,-0.008111734334017351,0.005794412915175684,6.383943033218384,0.07625798900205862,-0.005630216848786507,0.01577277221743345,5.749992942810058,0.8021157997445424,0.10400136360667545,0.32858941225876714,0.019736235740236724,-0.011984457409796884,-0.3754851387865389,-0.0029031630723727053,6.329570770263672
2015-02-09,6.329570770263672,6.378571033477783,6.263713836669922,6.319857120513916,81732000,6.319857120513916,6.378571033477783,6.263713836669922,6.329570770263672,81732000,-0.0029031630723727053,6.3480000495910645,-0.010135670690449516,6.413000106811523,0.00044573238025558126,6.41014289855957,-0.01796820822190881,6.301000118255615,-0.0016523841823822272,6.379428863525391,0.020801841720927472,6.40562858581543,0.07748535995436058,-0.011873591253820148,0.004534304312307613,6.378957223892212,0.07819129696112993,-0.007742088854831075,-0.007815447797652308,5.831264328956604,0.7723652346382807,0.08545427084013357,0.34553110026118805,0.018146127277296673,0.0015370046449667153,-0.08149779735682816,0.02455606689492118,6.485000133514404
2015-02-10,6.485000133514404,6.515714168548584,6.310142993927002,6.3460001945495605,154189000,6.3460001945495605,6.515714168548584,6.310142993927002,6.485000133514404,154189000,0.02455606689492118,6.329570770263672,-0.0029031630723727053,6.3480000495910645,-0.010135670690449516,6.413000106811523,0.00044573238025558126,6.527429103851318,0.03593540411778129,6.488142967224121,0.01704135370492299,6.397142791748047,0.06148243024347878,0.01373384097032937,-0.006500104353776903,6.378642940521241,0.0777084970886558,0.01667395306257302,-0.000484396494589201,5.927778625488282,0.7235112899477698,0.09400174048844878,0.4237995721910801,0.031699486567346793,0.021903551009063587,0.8865193559438165,0.0020707305740699233,6.498428821563721
2015-02-11,6.498428821563721,6.614142894744873,6.455714225769043,6.482999801635742,139531000,6.482999801635742,6.614142894744873,6.455714225769043,6.498428821563721,139531000,0.0020707305740699233,6.485000133514404,0.02455606689492118,6.329570770263672,-0.0029031630723727053,6.3480000495910645,-0.010135670690449516,6.41014289855957,-0.01796820822190881,6.320857048034668,-0.025783328147133022,6.414799976348877,0.07689494966047601,0.013036859375690657,0.013772847875823446,6.396400117874146,0.0831356115226651,0.01595095707106653,0.028092989950510683,6.0214215278625485,0.6649265745637921,0.07921838580706342,0.40489231252947655,0.024379534396086113,0.0023799198519311353,-0.09506514731919913,0.004044850260045418,6.52471399307251
2015-02-12,6.52471399307251,6.560713768005371,6.445143222808838,6.505856990814209,84644000,6.505856990814209,6.560713768005371,6.445143222808838,6.52471399307251,84644000,0.004044850260045418,6.498428821563721,0.0020707305740699233,6.485000133514404,0.02455606689492118,6.329570770263672,-0.0029031630723727053,6.413000106811523,0.00044573238025558126,6.340000152587891,0.0030285615396372645,6.437142753601075,0.09114985764993484,0.013604054286732392,0.017419910244867998,6.414871501922607,0.08948950486366851,0.017123100769357746,0.029134674454104115,6.116057229042053,0.5868790049043358,0.06681702749443752,0.4086170198748036,0.017712737342853346,0.00289846553419872,-0.3933677820699343,0.02051534726557902,6.658570766448975
2015-02-13,6.658570766448975,6.663000106811523,6.542285919189453,6.5428571701049805,129689000,6.5428571701049805,6.663000106811523,6.542285919189453,6.658570766448975,129689000,0.02051534726557902,6.52471399307251,0.004044850260045418,6.498428821563721,0.0020707305740699233,6.485000133514404,0.02455606689492118,6.3480000495910645,-0.010135670690449516,6.311429023742676,-0.004506487091100908,6.499256896972656,0.117288421593992,0.02451262844380353,0.04892418311778646,6.449585676193237,0.10990581301605086,0.03240287062580549,0.05500208295148412,6.217728614807129,0.4817111386181677,0.07090083516865109,0.4396464482967801,0.018129143904322784,0.017685484083727523,0.53217002977175,0.0082815604515456,6.713714122772217
